case_id,country,age,sex,agreeable_score,extraversion_score,openness_score,conscientiousness_score,neuroticism_score
123100,USA,39,2,0.953333333333333,0.52,0.953333333333333,0.786666666666667,0.543333333333333
41620,USA,18,2,0.953333333333333,0.73,0.92,0.793333333333333,0.743333333333333
17226,USA,26,2,0.953333333333333,0.636666666666667,0.853333333333333,0.803333333333333,0.616666666666667
324983,USA,20,1,0.95,0.663333333333333,0.83,0.913333333333333,0.436666666666667
317033,India,45,1,0.95,0.876666666666667,0.86,0.953333333333333,0.273333333333333
311038,USA,20,2,0.95,0.503333333333333,0.7,0.553333333333333,0.55
310652,Belgium,52,1,0.95,0.866666666666667,0.783333333333333,0.913333333333333,0.246666666666667
291157,USA,25,2,0.95,0.733333333333333,0.606666666666667,0.923333333333333,0.493333333333333
290921,Australia,25,2,0.95,0.673333333333333,0.8,0.89,0.656666666666667
286932,USA,26,2,0.95,0.576666666666667,0.746666666666667,0.86,0.59
275755,USA,45,2,0.95,0.743333333333333,0.69,0.86,0.42
270758,USA,42,2,0.95,0.703333333333333,0.69,0.853333333333333,0.376666666666667
226892,UK,36,2,0.95,0.663333333333333,0.743333333333333,0.813333333333333,0.636666666666667
222333,USA,18,2,0.95,0.78,0.886666666666667,0.816666666666667,0.486666666666667
145072,USA,38,2,0.95,0.756666666666667,0.823333333333333,0.773333333333333,0.45
138683,USA,36,2,0.95,0.68,0.753333333333333,0.9,0.523333333333333
96151,India,26,2,0.95,0.566666666666667,0.633333333333333,0.836666666666667,0.74
45758,USA,21,2,0.95,0.733333333333333,0.726666666666667,0.7,0.453333333333333
22242,USA,30,2,0.95,0.623333333333333,0.686666666666667,0.88,0.36
5757,USA,51,1,0.95,0.8,0.806666666666667,0.87,0.373333333333333
327671,Canada,54,2,0.946666666666667,0.646666666666667,0.786666666666667,0.886666666666667,0.46
317874,USA,67,1,0.946666666666667,0.51,0.696666666666667,0.943333333333333,0.496666666666667
234530,USA,53,2,0.946666666666667,0.603333333333333,0.75,0.816666666666667,0.32
226316,USA,24,2,0.946666666666667,0.466666666666667,0.723333333333333,0.776666666666667,0.65
217015,USA,43,2,0.946666666666667,0.763333333333333,0.81,0.846666666666667,0.33
161124,USA,54,2,0.946666666666667,0.576666666666667,0.72,0.906666666666667,0.5
146024,Canada,37,2,0.946666666666667,0.616666666666667,0.743333333333333,0.763333333333333,0.52
142581,Canada,20,2,0.946666666666667,0.586666666666667,0.743333333333333,0.76,0.63
117908,Canada,50,2,0.946666666666667,0.606666666666667,0.86,0.92,0.486666666666667
101342,USA,46,2,0.946666666666667,0.506666666666667,0.613333333333333,0.58,0.633333333333333
91226,Canada,25,2,0.946666666666667,0.616666666666667,0.91,0.803333333333333,0.456666666666667
66002,USA,28,1,0.946666666666667,0.88,0.88,0.986666666666667,0.213333333333333
63211,Canada,40,2,0.946666666666667,0.6,0.75,0.866666666666667,0.566666666666667
50500,USA,21,2,0.946666666666667,0.823333333333333,0.893333333333333,0.846666666666667,0.703333333333333
39461,UK,25,2,0.946666666666667,0.726666666666667,0.693333333333333,0.893333333333333,0.433333333333333
27779,USA,45,2,0.946666666666667,0.66,0.656666666666667,0.733333333333333,0.516666666666667
18708,USA,20,2,0.946666666666667,0.76,0.766666666666667,0.733333333333333,0.61
2641,USA,50,2,0.946666666666667,0.503333333333333,0.653333333333333,0.863333333333333,0.6
328692,USA,20,2,0.943333333333333,0.653333333333333,0.66,0.903333333333333,0.416666666666667
300701,USA,30,2,0.943333333333333,0.573333333333333,0.616666666666667,0.763333333333333,0.73
270239,USA,23,2,0.943333333333333,0.673333333333333,0.706666666666667,0.89,0.48
244220,USA,18,2,0.943333333333333,0.713333333333333,0.81,0.793333333333333,0.37
212418,USA,18,2,0.943333333333333,0.63,0.626666666666667,0.83,0.676666666666667
183311,Tunisia,46,1,0.943333333333333,0.753333333333333,0.783333333333333,0.973333333333333,0.223333333333333
180639,Ireland,24,2,0.943333333333333,0.516666666666667,0.773333333333333,0.786666666666667,0.456666666666667
176421,USA,50,1,0.943333333333333,0.816666666666667,0.8,0.803333333333333,0.376666666666667
161518,USA,17,2,0.943333333333333,0.82,0.896666666666667,0.656666666666667,0.54
151563,USA,27,2,0.943333333333333,0.603333333333333,0.833333333333333,0.716666666666667,0.79
151193,USA,24,1,0.943333333333333,0.503333333333333,0.67,0.75,0.413333333333333
121805,USA,40,2,0.943333333333333,0.576666666666667,0.78,0.6,0.67
117340,Canada,18,2,0.943333333333333,0.646666666666667,0.726666666666667,0.89,0.47
49651,USA,17,2,0.943333333333333,0.69,0.813333333333333,0.816666666666667,0.55
41253,USA,53,2,0.943333333333333,0.476666666666667,0.68,0.806666666666667,0.78
21722,USA,24,2,0.943333333333333,0.643333333333333,0.74,0.816666666666667,0.476666666666667
14747,USA,19,2,0.943333333333333,0.693333333333333,0.81,0.81,0.723333333333333
312055,Ghana,32,1,0.94,0.89,0.866666666666667,0.97,0.236666666666667
274148,USA,21,1,0.94,0.646666666666667,0.906666666666667,0.626666666666667,0.52
247405,USA,50,2,0.94,0.77,0.843333333333333,0.87,0.483333333333333
205962,USA,21,2,0.94,0.646666666666667,0.873333333333333,0.75,0.48
166587,USA,40,2,0.94,0.836666666666667,0.72,0.886666666666667,0.533333333333333
151381,USA,15,1,0.94,0.806666666666667,0.856666666666667,0.69,0.486666666666667
149769,USA,28,2,0.94,0.6,0.866666666666667,0.803333333333333,0.53
116138,Australia,53,2,0.94,0.696666666666667,0.686666666666667,0.87,0.716666666666667
115653,Canada,13,2,0.94,0.643333333333333,0.833333333333333,0.713333333333333,0.606666666666667
114769,USA,22,2,0.94,0.643333333333333,0.763333333333333,0.826666666666667,0.563333333333333
106366,Hong Kong,42,2,0.94,0.666666666666667,0.656666666666667,0.796666666666667,0.503333333333333
81691,UK,30,2,0.94,0.816666666666667,0.793333333333333,0.84,0.32
74790,USA,18,2,0.94,0.856666666666667,0.79,0.853333333333333,0.573333333333333
72407,Canada,45,2,0.94,0.71,0.903333333333333,0.863333333333333,0.53
66403,USA,30,2,0.94,0.763333333333333,0.8,0.666666666666667,0.666666666666667
56243,USA,45,2,0.94,0.55,0.563333333333333,0.96,0.52
45136,USA,19,2,0.94,0.58,0.676666666666667,0.726666666666667,0.453333333333333
40575,USA,19,1,0.94,0.706666666666667,0.57,0.886666666666667,0.49
31451,USA,48,2,0.94,0.67,0.733333333333333,0.806666666666667,0.676666666666667
6601,USA,18,2,0.94,0.636666666666667,0.74,0.843333333333333,0.69
644,USA,27,2,0.94,0.64,0.88,0.72,0.673333333333333
315598,USA,54,2,0.936666666666667,0.6,0.65,0.743333333333333,0.57
312249,UK,29,1,0.936666666666667,0.956666666666667,0.806666666666667,0.97,0.29
305865,USA,21,2,0.936666666666667,0.71,0.733333333333333,0.653333333333333,0.626666666666667
303370,United Ara,34,1,0.936666666666667,0.876666666666667,0.843333333333333,0.973333333333333,0.306666666666667
301967,USA,19,2,0.936666666666667,0.75,0.803333333333333,0.803333333333333,0.47
295854,Australia,48,1,0.936666666666667,0.713333333333333,0.626666666666667,0.976666666666667,0.243333333333333
273383,USA,40,2,0.936666666666667,0.563333333333333,0.643333333333333,0.86,0.69
244661,Australia,40,1,0.936666666666667,0.913333333333333,0.836666666666667,0.966666666666667,0.236666666666667
228186,USA,22,2,0.936666666666667,0.623333333333333,0.79,0.843333333333333,0.57
221410,Netherland,19,2,0.936666666666667,0.623333333333333,0.81,0.82,0.53
217584,Canada,56,1,0.936666666666667,0.533333333333333,0.726666666666667,0.77,0.403333333333333
213942,USA,24,2,0.936666666666667,0.653333333333333,0.78,0.93,0.523333333333333
204269,USA,27,1,0.936666666666667,0.62,0.766666666666667,0.656666666666667,0.673333333333333
184649,USA,18,2,0.936666666666667,0.716666666666667,0.76,0.843333333333333,0.393333333333333
174412,USA,38,2,0.936666666666667,0.526666666666667,0.683333333333333,0.62,0.853333333333333
165778,USA,22,2,0.936666666666667,0.706666666666667,0.886666666666667,0.533333333333333,0.583333333333333
163325,USA,15,1,0.936666666666667,0.536666666666667,0.806666666666667,0.74,0.606666666666667
158724,Algeria,50,1,0.936666666666667,0.636666666666667,0.58,0.813333333333333,0.573333333333333
135136,USA,19,2,0.936666666666667,0.633333333333333,0.69,0.606666666666667,0.706666666666667
130764,India,21,2,0.936666666666667,0.586666666666667,0.78,0.726666666666667,0.61
130435,USA,45,2,0.936666666666667,0.72,0.693333333333333,0.916666666666667,0.29
124331,USA,50,2,0.936666666666667,0.706666666666667,0.856666666666667,0.89,0.476666666666667
96341,USA,15,1,0.936666666666667,0.436666666666667,0.873333333333333,0.59,0.69
79428,Canada,19,2,0.936666666666667,0.63,0.63,0.8,0.526666666666667
76363,USA,20,2,0.936666666666667,0.653333333333333,0.816666666666667,0.58,0.62
72624,Canada,16,1,0.936666666666667,0.533333333333333,0.716666666666667,0.623333333333333,0.663333333333333
71862,USA,28,2,0.936666666666667,0.57,0.68,0.72,0.726666666666667
59157,UK,55,2,0.936666666666667,0.693333333333333,0.726666666666667,0.803333333333333,0.336666666666667
57446,Canada,74,2,0.936666666666667,0.396666666666667,0.673333333333333,0.86,0.423333333333333
50268,USA,40,2,0.936666666666667,0.61,0.583333333333333,0.886666666666667,0.573333333333333
50073,USA,42,2,0.936666666666667,0.683333333333333,0.616666666666667,0.833333333333333,0.403333333333333
48337,USA,64,2,0.936666666666667,0.763333333333333,0.66,0.95,0.326666666666667
44821,USA,45,2,0.936666666666667,0.753333333333333,0.81,0.63,0.606666666666667
41833,USA,40,2,0.936666666666667,0.613333333333333,0.813333333333333,0.89,0.44
32039,USA,22,2,0.936666666666667,0.586666666666667,0.93,0.853333333333333,0.73
8405,USA,56,2,0.936666666666667,0.8,0.726666666666667,0.943333333333333,0.42
5673,USA,47,2,0.936666666666667,0.41,0.57,0.933333333333333,0.73
328944,Ireland,33,1,0.933333333333333,0.796666666666667,0.696666666666667,0.916666666666667,0.266666666666667
316867,USA,24,2,0.933333333333333,0.726666666666667,0.84,0.76,0.716666666666667
310417,USA,25,2,0.933333333333333,0.786666666666667,0.803333333333333,0.936666666666667,0.45
302430,Egypt,26,2,0.933333333333333,0.606666666666667,0.68,0.856666666666667,0.67
302149,UK,20,1,0.933333333333333,0.75,0.703333333333333,0.883333333333333,0.543333333333333
297802,Canada,23,2,0.933333333333333,0.753333333333333,0.883333333333333,0.836666666666667,0.463333333333333
282210,Kenya,41,2,0.933333333333333,0.45,0.673333333333333,0.68,0.8
276616,USA,15,2,0.933333333333333,0.75,0.63,0.823333333333333,0.446666666666667
262046,USA,24,1,0.933333333333333,0.84,0.723333333333333,0.933333333333333,0.253333333333333
259389,USA,41,2,0.933333333333333,0.693333333333333,0.773333333333333,0.876666666666667,0.5
245503,USA,33,2,0.933333333333333,0.67,0.76,0.846666666666667,0.563333333333333
228755,USA,31,2,0.933333333333333,0.66,0.7,0.863333333333333,0.556666666666667
226183,Ireland,20,2,0.933333333333333,0.706666666666667,0.78,0.653333333333333,0.453333333333333
224175,USA,16,2,0.933333333333333,0.806666666666667,0.896666666666667,0.863333333333333,0.48
224098,Australia,37,2,0.933333333333333,0.54,0.73,0.76,0.603333333333333
219076,Bermuda,42,2,0.933333333333333,0.76,0.886666666666667,0.74,0.643333333333333
217206,USA,32,1,0.933333333333333,0.623333333333333,0.763333333333333,0.803333333333333,0.486666666666667
205195,USA,28,2,0.933333333333333,0.666666666666667,0.786666666666667,0.816666666666667,0.413333333333333
201027,Austria,24,2,0.933333333333333,0.596666666666667,0.953333333333333,0.63,0.76
187020,USA,19,2,0.933333333333333,0.776666666666667,0.863333333333333,0.883333333333333,0.443333333333333
170626,USA,20,2,0.933333333333333,0.65,0.93,0.866666666666667,0.516666666666667
163904,USA,34,2,0.933333333333333,0.716666666666667,0.706666666666667,0.673333333333333,0.873333333333333
156803,USA,52,2,0.933333333333333,0.563333333333333,0.916666666666667,0.836666666666667,0.596666666666667
152841,USA,23,2,0.933333333333333,0.55,0.756666666666667,0.776666666666667,0.7
151190,USA,43,1,0.933333333333333,0.756666666666667,0.933333333333333,0.846666666666667,0.32
98013,USA,12,1,0.933333333333333,0.603333333333333,0.83,0.683333333333333,0.446666666666667
96349,USA,21,2,0.933333333333333,0.67,0.786666666666667,0.516666666666667,0.476666666666667
89244,Canada,37,2,0.933333333333333,0.583333333333333,0.576666666666667,0.78,0.413333333333333
82064,USA,15,1,0.933333333333333,0.493333333333333,0.91,0.933333333333333,0.513333333333333
78039,USA,21,2,0.933333333333333,0.536666666666667,0.766666666666667,0.853333333333333,0.446666666666667
60380,USA,21,2,0.933333333333333,0.78,0.893333333333333,0.676666666666667,0.57
58690,USA,40,2,0.933333333333333,0.67,0.773333333333333,0.666666666666667,0.673333333333333
55295,USA,22,2,0.933333333333333,0.6,0.6,0.96,0.586666666666667
54544,USA,16,2,0.933333333333333,0.46,0.776666666666667,0.576666666666667,0.7
50907,USA,29,2,0.933333333333333,0.716666666666667,0.776666666666667,0.883333333333333,0.413333333333333
45174,USA,19,2,0.933333333333333,0.53,0.653333333333333,0.74,0.453333333333333
34436,Canada,26,2,0.933333333333333,0.58,0.893333333333333,0.68,0.61
33743,USA,38,2,0.933333333333333,0.71,0.72,0.91,0.52
7379,USA,62,2,0.933333333333333,0.816666666666667,0.723333333333333,0.92,0.326666666666667
3563,USA,15,2,0.933333333333333,0.816666666666667,0.783333333333333,0.78,0.533333333333333
331623,USA,56,2,0.93,0.766666666666667,0.75,0.796666666666667,0.436666666666667
327337,USA,22,1,0.93,0.6,0.69,0.69,0.553333333333333
323502,USA,22,2,0.93,0.663333333333333,0.85,0.91,0.613333333333333
322130,USA,36,2,0.93,0.553333333333333,0.77,0.806666666666667,0.37
321093,USA,60,1,0.93,0.52,0.773333333333333,0.79,0.75
320133,USA,18,2,0.93,0.64,0.816666666666667,0.643333333333333,0.686666666666667
314185,,18,1,0.93,0.743333333333333,0.816666666666667,0.966666666666667,0.323333333333333
314018,USA,15,2,0.93,0.673333333333333,0.67,0.823333333333333,0.56
312940,UK,21,1,0.93,0.89,0.896666666666667,0.946666666666667,0.29
305606,USA,48,2,0.93,0.63,0.7,0.78,0.423333333333333
288203,USA,30,1,0.93,0.746666666666667,0.633333333333333,0.803333333333333,0.463333333333333
285528,Australia,52,2,0.93,0.4,0.776666666666667,0.783333333333333,0.533333333333333
274147,Canada,42,1,0.93,0.933333333333333,0.853333333333333,1,0.226666666666667
273901,USA,20,1,0.93,0.586666666666667,0.97,0.616666666666667,0.626666666666667
273858,USA,40,2,0.93,0.47,0.503333333333333,0.773333333333333,0.51
269887,USA,43,1,0.93,0.636666666666667,0.7,0.813333333333333,0.56
263999,Australia,52,2,0.93,0.666666666666667,0.846666666666667,0.776666666666667,0.73
262488,UK,21,2,0.93,0.356666666666667,0.593333333333333,0.85,0.686666666666667
254465,USA,25,2,0.93,0.76,0.823333333333333,0.87,0.593333333333333
253201,USA,23,2,0.93,0.606666666666667,0.813333333333333,0.683333333333333,0.43
252948,Canada,15,2,0.93,0.63,0.683333333333333,0.746666666666667,0.463333333333333
250103,Canada,25,2,0.93,0.556666666666667,0.826666666666667,0.693333333333333,0.706666666666667
245155,USA,35,2,0.93,0.656666666666667,0.926666666666667,0.746666666666667,0.626666666666667
238122,USA,49,2,0.93,0.793333333333333,0.773333333333333,0.73,0.62
237354,USA,64,2,0.93,0.65,0.89,0.913333333333333,0.356666666666667
230556,USA,20,2,0.93,0.816666666666667,0.773333333333333,0.953333333333333,0.363333333333333
229468,Ireland,34,2,0.93,0.553333333333333,0.78,0.75,0.63
224983,USA,22,2,0.93,0.766666666666667,0.816666666666667,0.82,0.46
223555,USA,16,2,0.93,0.803333333333333,0.876666666666667,0.83,0.496666666666667
215703,USA,35,2,0.93,0.816666666666667,0.696666666666667,0.736666666666667,0.386666666666667
212655,Canada,42,2,0.93,0.863333333333333,0.87,0.673333333333333,0.683333333333333
210390,USA,52,2,0.93,0.616666666666667,0.76,0.826666666666667,0.376666666666667
203500,USA,20,2,0.93,0.676666666666667,0.77,0.756666666666667,0.376666666666667
195348,USA,18,2,0.93,0.556666666666667,0.74,0.766666666666667,0.66
179747,USA,30,2,0.93,0.596666666666667,0.783333333333333,0.926666666666667,0.566666666666667
173293,USA,26,2,0.93,0.76,0.726666666666667,0.783333333333333,0.456666666666667
164134,USA,59,2,0.93,0.68,0.82,0.846666666666667,0.36
155486,USA,19,2,0.93,0.753333333333333,0.74,0.943333333333333,0.433333333333333
150909,UK,13,2,0.93,0.703333333333333,0.846666666666667,0.853333333333333,0.486666666666667
71230,USA,49,2,0.93,0.85,0.783333333333333,0.853333333333333,0.266666666666667
70945,USA,55,2,0.93,0.523333333333333,0.656666666666667,0.776666666666667,0.57
70236,USA,17,2,0.93,0.743333333333333,0.81,0.87,0.5
64049,USA,19,2,0.93,0.75,0.853333333333333,0.766666666666667,0.64
63086,USA,17,2,0.93,0.723333333333333,0.846666666666667,0.9,0.6
61683,USA,28,2,0.93,0.606666666666667,0.84,0.74,0.683333333333333
60267,Australia,18,2,0.93,0.676666666666667,0.74,0.683333333333333,0.59
59302,USA,24,2,0.93,0.696666666666667,0.76,0.723333333333333,0.57
55810,USA,16,2,0.93,0.883333333333333,0.95,0.613333333333333,0.46
55169,Australia,61,2,0.93,0.736666666666667,0.803333333333333,0.833333333333333,0.46
42405,UK,21,2,0.93,0.78,0.926666666666667,0.873333333333333,0.386666666666667
38906,USA,28,2,0.93,0.626666666666667,0.846666666666667,0.86,0.636666666666667
35040,USA,15,1,0.93,0.746666666666667,0.793333333333333,0.646666666666667,0.703333333333333
34128,Canada,45,2,0.93,0.62,0.73,0.803333333333333,0.453333333333333
28279,Australia,52,2,0.93,0.68,0.863333333333333,0.746666666666667,0.65
15112,USA,23,2,0.93,0.776666666666667,0.84,0.776666666666667,0.596666666666667
3370,USA,21,2,0.93,0.683333333333333,0.7,0.82,0.646666666666667
333227,USA,18,1,0.926666666666667,0.556666666666667,0.84,0.763333333333333,0.36
316185,Canada,36,2,0.926666666666667,0.786666666666667,0.74,0.84,0.306666666666667
313159,Nigeria,46,1,0.926666666666667,0.69,0.756666666666667,0.916666666666667,0.34
302811,USA,17,2,0.926666666666667,0.74,0.75,0.8,0.533333333333333
296468,USA,29,1,0.926666666666667,0.796666666666667,0.833333333333333,0.906666666666667,0.26
294123,Slovenia,28,1,0.926666666666667,0.42,0.8,0.626666666666667,0.68
285479,USA,18,2,0.926666666666667,0.356666666666667,0.603333333333333,0.493333333333333,0.746666666666667
285085,USA,27,2,0.926666666666667,0.64,0.78,0.886666666666667,0.49
280401,USA,51,2,0.926666666666667,0.73,0.693333333333333,0.956666666666667,0.403333333333333
270112,USA,23,2,0.926666666666667,0.72,0.68,0.813333333333333,0.61
268305,USA,17,1,0.926666666666667,0.463333333333333,0.756666666666667,0.696666666666667,0.596666666666667
250655,UK,28,1,0.926666666666667,0.473333333333333,0.81,0.843333333333333,0.386666666666667
235778,USA,50,2,0.926666666666667,0.616666666666667,0.733333333333333,0.9,0.45
223932,USA,34,2,0.926666666666667,0.566666666666667,0.463333333333333,0.813333333333333,0.576666666666667
216278,USA,22,2,0.926666666666667,0.783333333333333,0.823333333333333,0.856666666666667,0.49
214396,Australia,35,2,0.926666666666667,0.47,0.896666666666667,0.8,0.723333333333333
213926,Hong Kong,24,2,0.926666666666667,0.686666666666667,0.783333333333333,0.87,0.683333333333333
213433,UK,20,2,0.926666666666667,0.63,0.743333333333333,0.673333333333333,0.553333333333333
200656,Australia,26,2,0.926666666666667,0.673333333333333,0.736666666666667,0.82,0.51
195636,USA,20,2,0.926666666666667,0.77,0.86,0.663333333333333,0.52
192711,UK,19,2,0.926666666666667,0.693333333333333,0.716666666666667,0.65,0.616666666666667
190852,USA,16,2,0.926666666666667,0.78,0.913333333333333,0.63,0.543333333333333
185016,USA,29,2,0.926666666666667,0.71,0.75,0.773333333333333,0.563333333333333
182995,USA,13,2,0.926666666666667,0.703333333333333,0.773333333333333,0.776666666666667,0.496666666666667
174796,Canada,27,2,0.926666666666667,0.916666666666667,0.826666666666667,0.616666666666667,0.453333333333333
150289,USA,31,2,0.926666666666667,0.67,0.79,0.93,0.56
131253,USA,44,2,0.926666666666667,0.47,0.646666666666667,0.896666666666667,0.633333333333333
122153,USA,22,1,0.926666666666667,0.43,0.826666666666667,0.93,0.616666666666667
112899,USA,22,2,0.926666666666667,0.68,0.766666666666667,0.813333333333333,0.573333333333333
111334,UK,22,1,0.926666666666667,0.55,0.75,0.68,0.736666666666667
99435,USA,50,2,0.926666666666667,0.71,0.773333333333333,0.783333333333333,0.486666666666667
98400,Netherland,26,2,0.926666666666667,0.643333333333333,0.906666666666667,0.68,0.653333333333333
88721,USA,18,2,0.926666666666667,0.676666666666667,0.88,0.503333333333333,0.603333333333333
49929,UK,37,2,0.926666666666667,0.476666666666667,0.86,0.636666666666667,0.85
47412,USA,17,2,0.926666666666667,0.696666666666667,0.863333333333333,0.83,0.713333333333333
46432,USA,17,2,0.926666666666667,0.73,0.816666666666667,0.83,0.766666666666667
43431,USA,21,1,0.926666666666667,0.666666666666667,0.69,0.813333333333333,0.393333333333333
43344,Australia,22,2,0.926666666666667,0.41,0.706666666666667,0.696666666666667,0.856666666666667
36946,Argentina,22,2,0.926666666666667,0.726666666666667,0.84,0.826666666666667,0.423333333333333
20556,USA,16,2,0.926666666666667,0.776666666666667,0.8,0.806666666666667,0.56
18310,USA,39,2,0.926666666666667,0.52,0.58,0.693333333333333,0.616666666666667
11944,USA,22,2,0.926666666666667,0.523333333333333,0.646666666666667,0.78,0.706666666666667
10123,Australia,29,2,0.926666666666667,0.733333333333333,0.84,0.81,0.616666666666667
2958,USA,35,2,0.926666666666667,0.64,0.816666666666667,0.8,0.666666666666667
2935,USA,30,2,0.926666666666667,0.57,0.746666666666667,0.713333333333333,0.62
868,USA,22,1,0.926666666666667,0.726666666666667,0.92,0.8,0.553333333333333
324547,USA,25,2,0.923333333333333,0.696666666666667,0.773333333333333,0.79,0.646666666666667
323750,USA,18,2,0.923333333333333,0.613333333333333,0.743333333333333,0.78,0.383333333333333
318918,Canada,38,1,0.923333333333333,0.91,0.846666666666667,0.966666666666667,0.223333333333333
317411,USA,20,2,0.923333333333333,0.83,0.84,0.89,0.34
316245,USA,21,2,0.923333333333333,0.753333333333333,0.753333333333333,0.673333333333333,0.473333333333333
309534,USA,18,2,0.923333333333333,0.63,0.82,0.563333333333333,0.706666666666667
308746,USA,20,1,0.923333333333333,0.55,0.86,0.57,0.436666666666667
308370,USA,19,2,0.923333333333333,0.443333333333333,0.793333333333333,0.713333333333333,0.763333333333333
306472,USA,19,2,0.923333333333333,0.6,0.79,0.756666666666667,0.643333333333333
301826,Antarctica,42,1,0.923333333333333,0.856666666666667,0.906666666666667,0.993333333333333,0.276666666666667
298837,Australia,23,2,0.923333333333333,0.703333333333333,0.8,0.773333333333333,0.746666666666667
297625,USA,56,2,0.923333333333333,0.7,0.786666666666667,0.92,0.316666666666667
293784,USA,20,2,0.923333333333333,0.82,0.763333333333333,0.736666666666667,0.48
292551,USA,54,2,0.923333333333333,0.706666666666667,0.843333333333333,0.96,0.47
290899,USA,20,2,0.923333333333333,0.736666666666667,0.78,0.923333333333333,0.476666666666667
284419,USA,18,2,0.923333333333333,0.766666666666667,0.913333333333333,0.646666666666667,0.396666666666667
264716,USA,17,2,0.923333333333333,0.67,0.773333333333333,0.653333333333333,0.51
256737,USA,52,2,0.923333333333333,0.596666666666667,0.85,0.83,0.566666666666667
255250,USA,52,1,0.923333333333333,0.533333333333333,0.756666666666667,0.783333333333333,0.383333333333333
251703,USA,63,1,0.923333333333333,0.586666666666667,0.833333333333333,0.72,0.366666666666667
249019,USA,16,2,0.923333333333333,0.626666666666667,0.653333333333333,0.906666666666667,0.513333333333333
247870,USA,20,2,0.923333333333333,0.566666666666667,0.616666666666667,0.663333333333333,0.75
246115,USA,36,2,0.923333333333333,0.61,0.733333333333333,0.83,0.693333333333333
